Family,Genus,Species,volant,Position,ShiftR,PrAb,Sampling,Grain,Quality,Start
Geometridae,Eupithecia,Eupithecia mundiscripta,y,Leading edge,-7.07,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Fascellina,Fascellina albicordis,y,Trailing edge,-8.465,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Fascellina,Fascellina albicordis,y,Leading edge,0.023,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Fascellina,Fascellina albicordis,y,Centroid,0.419,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Fascellina,Fascellina altiplagiata,y,Trailing edge,-18.837,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Fascellina,Fascellina altiplagiata,y,Leading edge,-9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Fascellina,Fascellina altiplagiata,y,Centroid,-6.186,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Fascellina,Fascellina plagiata,y,Centroid,1.047,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Fascellina,Fascellina plagiata,y,Leading edge,2.326,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Fascellina,Fascellina plagiata,y,Trailing edge,2.419,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Garaeus,Garaeus altapicata,y,Trailing edge,-18.605,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Garaeus,Garaeus altapicata,y,Centroid,-1.93,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Garaeus,Garaeus altapicata,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Garaeus,Garaeus apicata,y,Centroid,2,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Garaeus,Garaeus apicata,y,Leading edge,2.07,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Garaeus,Garaeus apicata,y,Trailing edge,6.14,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Garaeus,Garaeus ulucens,y,Centroid,-1.372,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Garaeus,Garaeus ulucens,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Garaeus,Garaeus ulucens,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Gasterocome,Gasterocome pannosaria,y,Trailing edge,-5.186,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Gasterocome,Gasterocome pannosaria,y,Centroid,0.837,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Gasterocome,Gasterocome pannosaria,y,Leading edge,9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Godonela,Godonela avitusaria,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Godonela,Godonela avitusaria,y,Trailing edge,1.86,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Herochroma,Herochroma urapteraria,y,Trailing edge,-2.302,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Herochroma,Herochroma urapteraria,y,Leading edge,0.233,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Herochroma,Herochroma urapteraria,y,Centroid,1.767,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Heterolocha,Heterolocha polymorphoides,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Heterolocha,Heterolocha polymorphoides,y,Centroid,1.419,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Heterolocha,Heterolocha polymorphoides,y,Trailing edge,8.419,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypochrosis,Hypochrosis albodecorata,y,Centroid,-1.302,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypochrosis,Hypochrosis albodecorata,y,Leading edge,-0.698,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypochrosis,Hypochrosis albodecorata,y,Trailing edge,0.302,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypochrosis,Hypochrosis binexata,y,Leading edge,0.14,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypochrosis,Hypochrosis binexata,y,Centroid,0.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypochrosis,Hypochrosis binexata,y,Trailing edge,4.023,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypochrosis,Hypochrosis hyadaria,y,Centroid,1.07,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypochrosis,Hypochrosis hyadaria,y,Leading edge,8.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypocometa,Hypocometa leptomita,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypocometa,Hypocometa leptomita,y,Trailing edge,1.116,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypocometa,Hypocometa leptomita,y,Centroid,3.256,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypocometa,Hypocometa titanis,y,Centroid,-6.628,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypocometa,Hypocometa titanis,y,Trailing edge,-0.395,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypomecis,Hypomecis glochinophora,y,Leading edge,0.326,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypomecis,Hypomecis glochinophora,y,Trailing edge,0.488,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypomecis,Hypomecis lioptilaria,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypomecis,Hypomecis lioptilaria,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Hypomecis,Hypomecis lioptilaria,y,Centroid,4.814,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Idaea,Idaea themeropis,y,Centroid,-14.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Idaea,Idaea themeropis,y,Leading edge,-9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Idaea,Idaea themeropis,y,Trailing edge,-9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Idiochlora,Idiochlora stictogramma,y,Leading edge,9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Idiochlora,Idiochlora stictogramma,y,Trailing edge,9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Idiochlora,Idiochlora stictogramma,y,Centroid,12.791,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Krananda,Krananda semihyalina,y,Centroid,9.302,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Krananda,Krananda semihyalina,y,Leading edge,10.116,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Krananda,Krananda semihyalina,y,Trailing edge,10.116,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lassaba,Lassaba vinacea,y,Leading edge,-6.837,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lassaba,Lassaba vinacea,y,Trailing edge,0.372,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lassaba,Lassaba vinacea,y,Centroid,2.023,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lophobates,Lophobates mesotoechia,y,Centroid,-9.093,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lophobates,Lophobates mesotoechia,y,Leading edge,-7.558,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lophobates,Lophobates mesotoechia,y,Trailing edge,-7.558,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lophophelma,Lophophelma erionoma,y,Leading edge,-1.698,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lophophelma,Lophophelma erionoma,y,Trailing edge,-1.209,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lophophelma,Lophophelma erionoma,y,Centroid,0.163,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lophophelma,Lophophelma luteipes,y,Centroid,-2.209,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lophophelma,Lophophelma luteipes,y,Leading edge,0.14,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lophophelma,Lophophelma luteipes,y,Trailing edge,3.465,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lophophelma,Lophophelma vigens,y,Leading edge,3.86,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lophophelma,Lophophelma vigens,y,Centroid,5.651,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Lophophelma,Lophophelma vigens,y,Trailing edge,7.186,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Luxiaria,Luxiaria emphatica,y,Leading edge,-2.558,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Luxiaria,Luxiaria emphatica,y,Centroid,-1.698,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Luxiaria,Luxiaria emphatica,y,Trailing edge,5.07,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Luxiaria,Luxiaria hyalodela,y,Leading edge,-6.907,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Luxiaria,Luxiaria hyalodela,y,Centroid,-4.163,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Luxiaria,Luxiaria hyalodela,y,Trailing edge,0.07,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Luxiaria,Luxiaria mitorrhaphes,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Luxiaria,Luxiaria mitorrhaphes,y,Centroid,2.674,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Luxiaria,Luxiaria mitorrhaphes,y,Trailing edge,3.535,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Luxiaria,Luxiaria tephrosaria,y,Leading edge,-0.07,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Luxiaria,Luxiaria tephrosaria,y,Centroid,2.163,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Luxiaria,Luxiaria tephrosaria,y,Trailing edge,11.047,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Myrioblephara,Myrioblephara bifida,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Myrioblephara,Myrioblephara bifida,y,Centroid,2.465,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Myrioblephara,Myrioblephara bifida,y,Trailing edge,4.163,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Myrioblephara,Myrioblephara geniculata,y,Leading edge,-5.93,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Myrioblephara,Myrioblephara geniculata,y,Trailing edge,-3.279,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Myrioblephara,Myrioblephara geniculata,y,Centroid,-1.302,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Myrioblephara,Myrioblephara simplaria,y,Centroid,-2.093,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Myrioblephara,Myrioblephara simplaria,y,Trailing edge,3.163,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Myrioblephara,Myrioblephara simplaria,y,Leading edge,9.209,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Necyopa,Necyopa chloana,y,Centroid,4.395,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Necyopa,Necyopa chloana,y,Trailing edge,6.651,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Necyopa,Necyopa chloana,y,Leading edge,9.907,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Necyopa,Necyopa subtriangula,y,Trailing edge,-7.907,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Necyopa,Necyopa subtriangula,y,Centroid,-1.465,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Necyopa,Necyopa subtriangula,y,Leading edge,8.814,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Noreia,Noreia anacardium,y,Centroid,-0.465,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Noreia,Noreia anacardium,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Noreia,Noreia anacardium,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Omiza,Omiza herois,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Omiza,Omiza herois,y,Centroid,0.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Omiza,Omiza herois,y,Trailing edge,6,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Organopoda,Organopoda cnecosticta,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Organopoda,Organopoda cnecosticta,y,Centroid,5.953,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Organopoda,Organopoda cnecosticta,y,Leading edge,18.558,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Orothalassodes,Orothalassodes falsaria,y,Leading edge,-8.163,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Orothalassodes,Orothalassodes falsaria,y,Centroid,-2.14,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Orothalassodes,Orothalassodes falsaria,y,Trailing edge,12.791,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Orthocabera,Orthocabera similaria,y,Leading edge,-8.279,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Orthocabera,Orthocabera similaria,y,Trailing edge,-4.047,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Orthocabera,Orthocabera similaria,y,Centroid,-2.233,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ourapteryx,Ourapteryx claretta,y,Centroid,2.837,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ourapteryx,Ourapteryx claretta,y,Trailing edge,8.256,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ourapteryx,Ourapteryx claretta,y,Leading edge,8.767,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ourapteryx,Ourapteryx incaudata,y,Leading edge,0.209,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ourapteryx,Ourapteryx incaudata,y,Centroid,1.465,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ourapteryx,Ourapteryx incaudata,y,Trailing edge,7.465,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ozola,Ozola falcipennis,y,Leading edge,0.14,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ozola,Ozola falcipennis,y,Trailing edge,3.07,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ozola,Ozola submontana,y,Leading edge,-8.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ozola,Ozola submontana,y,Centroid,-0.581,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Ozola,Ozola submontana,y,Trailing edge,12.86,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Papuarisme,Papuarisme lagadani,y,Centroid,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Papuarisme,Papuarisme lagadani,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Papuarisme,Papuarisme lagadani,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Papuarisme,Papuarisme murudensis,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Papuarisme,Papuarisme murudensis,y,Leading edge,2.14,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Papuarisme,Papuarisme murudensis,y,Centroid,4.163,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphila,Pasiphila coelica,y,Trailing edge,0.791,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphila,Pasiphila coelica,y,Centroid,10.326,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphila,Pasiphila coelica,y,Leading edge,11.372,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes chlorocampsis,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes chlorocampsis,y,Centroid,1.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes chlorocampsis,y,Leading edge,8.372,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes luteata,y,Centroid,4.814,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes luteata,y,Trailing edge,8.302,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes luteata,y,Leading edge,9.302,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes rubrifusa,y,Leading edge,2.047,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes rubrifusa,y,Centroid,6.07,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes rubrifusa,y,Trailing edge,8.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes rufogrisea,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes rufogrisea,y,Centroid,1.186,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes rufogrisea,y,Trailing edge,8.233,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes sayata,y,Centroid,0.767,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pasiphilodes,Pasiphilodes sayata,y,Trailing edge,5.163,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Peratophyga,Peratophyga trigonata,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Peratophyga,Peratophyga trigonata,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Perixera,Perixera absconditaria,y,Trailing edge,-7.279,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Perixera,Perixera absconditaria,y,Centroid,6.977,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Perixera,Perixera absconditaria,y,Leading edge,17.814,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Petelia,Petelia delostigma,y,Trailing edge,-6.581,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Petelia,Petelia delostigma,y,Centroid,-1.488,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Petelia,Petelia delostigma,y,Leading edge,16.698,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Petelia,Petelia medardaria,y,Centroid,5.651,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Petelia,Petelia medardaria,y,Trailing edge,14.419,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Petelia,Petelia medardaria,y,Leading edge,14.419,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Phthonoloba,Phthonoloba altissima,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Phthonoloba,Phthonoloba altissima,y,Centroid,2,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Phthonoloba,Phthonoloba altissima,y,Trailing edge,18.093,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Phthonoloba,Phthonoloba lutosa,y,Centroid,3.512,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Phthonoloba,Phthonoloba lutosa,y,Trailing edge,8.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Phthonoloba,Phthonoloba lutosa,y,Leading edge,9.86,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Phthonoloba,Phthonoloba stigmatephora,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Phthonoloba,Phthonoloba stigmatephora,y,Trailing edge,2.581,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Phthonoloba,Phthonoloba stigmatephora,y,Centroid,3.814,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Platycerota,Platycerota percrinita,y,Trailing edge,0.14,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Platycerota,Platycerota percrinita,y,Leading edge,0.488,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Platycerota,Platycerota percrinita,y,Centroid,2.372,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Plutodes,Plutodes flavescens,y,Leading edge,0.279,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Plutodes,Plutodes flavescens,y,Centroid,3.512,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Plutodes,Plutodes flavescens,y,Trailing edge,5.814,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Poecilasthena,Poecilasthena character,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Poecilasthena,Poecilasthena character,y,Centroid,3.209,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Poecilasthena,Poecilasthena character,y,Trailing edge,4.744,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Poecilasthena,Poecilasthena nubivaga,y,Trailing edge,-8.442,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Poecilasthena,Poecilasthena nubivaga,y,Centroid,-0.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pogonopygia,Pogonopygia nigralbata,y,Centroid,2.395,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pogonopygia,Pogonopygia nigralbata,y,Trailing edge,10.116,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pogonopygia,Pogonopygia nigralbata,y,Leading edge,10.116,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pogonopygia,Pogonopygia pavida,y,Centroid,2.233,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pogonopygia,Pogonopygia pavida,y,Leading edge,9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pogonopygia,Pogonopygia pavida,y,Trailing edge,14.047,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pomasia,Pomasia salutaris,y,Trailing edge,-3.023,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pomasia,Pomasia salutaris,y,Centroid,-2.442,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Pomasia,Pomasia salutaris,y,Leading edge,0.047,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Problepsis,Problepsis borneamagna,y,Leading edge,0.163,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Problepsis,Problepsis borneamagna,y,Trailing edge,6.535,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Problepsis,Problepsis borneamagna,y,Centroid,8.326,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Prochasma,Prochasma dentilinea,y,Trailing edge,0.628,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Prochasma,Prochasma dentilinea,y,Centroid,4.186,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Prochasma,Prochasma dentilinea,y,Leading edge,12.791,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Racotis,Racotis boarmiaria,y,Trailing edge,1.512,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Racotis,Racotis boarmiaria,y,Leading edge,1.744,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Racotis,Racotis boarmiaria,y,Centroid,2.186,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Rhinoprora,Rhinoprora palpata,y,Leading edge,-1.07,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Rhinoprora,Rhinoprora palpata,y,Centroid,0.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Rhinoprora,Rhinoprora palpata,y,Trailing edge,7.395,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Sarcinodes,Sarcinodes reductatus,y,Leading edge,-18.605,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Sarcinodes,Sarcinodes reductatus,y,Centroid,-9.302,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Sarcinodes,Sarcinodes reductatus,y,Trailing edge,0.767,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Sauris,Sauris denigrata,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Sauris,Sauris denigrata,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Sauris,Sauris usta,y,Leading edge,0.558,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Sauris,Sauris usta,y,Centroid,0.698,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Sauris,Sauris usta,y,Trailing edge,2.535,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Scopula,Scopula leucopis,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Scopula,Scopula leucopis,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Scopula,Scopula leucopis,y,Centroid,0.558,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Spaniocentra,Spaniocentra apatelloides,y,Leading edge,0.047,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Spaniocentra,Spaniocentra apatelloides,y,Centroid,1.581,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Spaniocentra,Spaniocentra apatelloides,y,Trailing edge,6.907,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Syncosmia,Syncosmia discisuffusa,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Syncosmia,Syncosmia discisuffusa,y,Centroid,5.07,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Syncosmia,Syncosmia discisuffusa,y,Trailing edge,8.349,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Syncosmia,Syncosmia eurymesa,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Syncosmia,Syncosmia eurymesa,y,Centroid,2.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Syncosmia,Syncosmia eurymesa,y,Trailing edge,3.186,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Syncosmia,Syncosmia layanga,y,Centroid,0.442,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Syncosmia,Syncosmia layanga,y,Trailing edge,7.349,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Syncosmia,Syncosmia layanga,y,Leading edge,9.302,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Syncosmia,Syncosmia xanthocomes,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Syncosmia,Syncosmia xanthocomes,y,Centroid,8.907,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Syncosmia,Syncosmia xanthocomes,y,Leading edge,18.605,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Synegia,Synegia obscura,y,Leading edge,-18.605,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Synegia,Synegia obscura,y,Centroid,-1.953,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Synegia,Synegia obscura,y,Trailing edge,5.721,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Synegia,Synegia ocellata,y,Trailing edge,0.186,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Synegia,Synegia ocellata,y,Centroid,4.814,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Synegia,Synegia ocellata,y,Leading edge,18.581,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Synegia,Synegia punctinervis,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
